datetime,city,state,country,shape,duration_seconds,duration_hours_min,comments,date_posted,latitude,longitude 
10/1/1965 14:00,colonial heights,va,us,sphere,120,2 minutes,Saw sphere ping-ponging up and down and side to side in blue sky.,4/1/2000,37.2438889,-77.4105556
10/1/1965 21:00,dushore,pa,us,disk,300,5 minutes,It could move very slowly or very quickly but either way it moved without making any noise.,4/16/2005,41.5241667,-76.4011111
10/1/1966 19:00,edmonton (30 mi. east of&#44 hwy 16 east) (canada),ab,ca,diamond,300,5 min,Unusual ights in distance. Approached until object overhead as wide as road and ditch. Bright lights Turned head to find object in hor,8/5/2001,53.55,-113.5
10/1/1966 20:00,buffalo,ny,us,light,240,4 minutes,One of the bright stars moved north curved upward flew in a wide arc then accelerated up into the cosmos.,1/11/2002,42.8863889,-78.8786111
10/1/1966 22:00,anacortes,wa,us,light,1200,20 mins.,20 miles driving toward Anacortesa friend and I were listening to a radio station in Anacortes. The DJ said he had recieved calls abou,4/15/2000,48.5127778,-122.6113889
10/1/1966 22:30,anamosa,ia,us,unknown,60,60 seconds,large quiet  craft covered with blackness and &quot;stars&quot; to not be noticed moving slowly southwest to north north east.,9/17/2000,42.1083333,-91.285
10/1/1966 23:00,corvallis,or,us,disk,120,2 minutes,Saucer with no sound flew 100 feet above ground changed direction then left atmosphere in a split second.,12/16/1999,44.5647222,-123.2608333
10/1/1967 2:00,chaffee,ny,us,sphere,600,10 minutes,34 years ago and still &quot; seeking the truth&quot;,8/5/2001,42.5680556,-78.4791667
10/1/1967 13:00,greenville,il,us,circle,30,30 seconds,My son and I went to a ballpark close by to play- we were the only ones there I happened to look up and right over us were 3 round uf,2/24/2007,38.8922222,-89.4130556
10/1/1967 19:00,hudson&#39s hope (canada),bc,,sphere,120,2 minutes,Large round silver UFO in Peace River Valley 1966-67,2/18/2001,56.031639,-121.905722
10/1/1967 20:00,minneapolis,mn,us,disk,10,10 seconds,In October 1967 2 Disks sited heading north over Minneapolis MN.,4/16/2005,44.98,-93.2636111
10/1/1968 0:00,boston,ma,us,cigar,1200,20 minutes,as i woke up in the early morning a bright redish orange light bathed the living roomat first i thought it was a fire but the light wa,12/16/2005,42.3583333,-71.0602778
10/1/1968 20:00,kennebunkport,me,us,circle,600,5-10 minutes,While at the boathouse at St.Athonys one night we noticed what at first we thought was a bright star getting larger.It seemed to dart a,3/19/2002,43.3616667,-70.4772222
10/1/1969 16:00,san francisco,ca,us,oval,600,5-10 min,It was in the afternoon just before sunset at 20 Steiner St SF CA I saw above me and there was one other person who was with me on the,8/30/1999,37.775,-122.4183333
10/12/1965 12:00,pittsburgh,pa,us,circle,120,2 minutes,Saucer observed about 500 feet up moving into clear blue sky and flying square corners.,8/7/2007,40.4405556,-79.9961111
10/12/1965 13:00,pittsburgh,pa,us,disk,60,1 minute,Low UFO sliding out of a cloud into clear blue sky.,2/14/2008,40.4405556,-79.9961111
10/12/1967 1:45,viet nam (jungles of),,,other,3600,1 hour,Lights in the Nam,12/3/2004,14.058324,108.277199
10/13/1966 7:00,mission,tx,us,disk,5,5 seconds,I was driving to the hospital after work to visit my dad.   Suddenly about 3 blocks ahead of me a disc lite object appeared.  It arriv,3/18/2014,26.2155556,-98.325
10/13/1969 21:15,millington,tn,us,formation,259200,72 hours,Star-like 8-point inverted V-shape changed to V-shape executed 1-second shift  from directly South to directly West.,1/29/2002,35.3413889,-89.8972222
10/13/1969 22:00,memphis,tn,us,formation,3600,1 hour,One object joining 9 others to complete a triangular formation.,9/24/2003,35.1494444,-90.0488889
10/14/1965 21:00,ponca city (south of),ok,us,,15,brief-15sec,SUDDENLY A BRILLIANT WHITE LIGHT LIT UP THE ENTIRE COUNTRY SIDE.  BRIGHTER THAN THE SUN. I GUESS AROUND A 1000 FEET ABOVE GROUND COUL,8/30/1999,36.7069444,-97.0852778
10/15/1955 20:00,rhinebeck,ny,us,light,2400,40 minutes,This very distant star-like point of light came very slowly up over the treeline from the Southwest stopped.,7/19/2010,41.9266667,-73.9130556
10/15/1956 1:00,mechra bel ksire (morocco),,,unknown,300,approx. 5 minutes,Air Defense radar reflected an object with great speed and maneuverability east of Giralter north of the African coast initially headin,4/16/2005,34.56,-5.95
10/15/1956 21:30,mt. vernon,in,,disk,8,7 to 8 seconds,Clear night observation of lumenescent object leaving a trail from east to north.,7/11/2000,37.932266,-87.895027
10/15/1957 2:00,new york city (queens),ny,us,,10800,2x3 hrs,tall unidentified being enters home - N.Y.C. 1957,3/21/2003,40.7141667,-74.0063889
10/15/1957 20:30,houston (ellington afb),tx,us,light,3,3 seconds,5 to 6&quot; diameter light extremely fast silent made an impossible inside 45 degree turn and sped away horizontally.,9/17/2000,29.7630556,-95.3630556
10/15/1957 22:00,commerce city (n. of denver),co,us,fireball,600,10 min.,A lot of methane gas in area,9/19/2002,39.8083333,-104.9333333
10/15/1959 0:00,marysville,wa,us,other,75,1:15,UFO  Over  Golf Course,4/27/2007,48.0519444,-122.1758333
10/15/1961 18:00,indialantic,fl,us,oval,120,2 minutes,Unbelievably Close to the Ground Surface.,10/30/2012,28.0891667,-80.5658333
10/15/1962 22:30,chicago,il,us,other,10,10sec,SITTING IN AVALON PARK ON A FALL NIGHT AT APP.1030 PM I SAW A METALIC OBJECT TRAVELING FROM E TO W I DIDNT GIVE IT MUCH THOUGHT BUT IT,8/5/2001,41.85,-87.65
10/15/1964 0:00,columbus,oh,us,cigar,600,10min,Child remembers seeing object over 40 years,11/3/2005,39.9611111,-82.9988889
10/15/1965 15:00,new rochelle,ny,us,sphere,2,:02,knew they came and went all stoped  talked to my brain or?  ((NUFORC Note:  Report from retiree.  PD)),1/31/2011,40.9113889,-73.7827778
10/15/1965 21:00,tabor,ia,us,oval,2700,45 min.s,Craft hovers noiselessly over witnesses in 1965 in Southwest Iowa is photographed by 2 photographers photos stolen later.,9/29/2004,40.8983333,-95.6711111
10/15/1966 2:00,boca raton (military trail),fl,us,circle,21600,6 hours,SAW BRIGHT LITE.DROVE CLOSERSTOPPED WHEN NEXT TO IT.500 YARDS.GOT OUT OF CAR WALKED TOWARD LIGHT.NEXT THING 5 HOURS LATTER,7/5/1999,26.3583333,-80.0833333
10/15/1966 18:30,martinsville,in,us,disk,60,1 minute,Craft hovered about 20 feet above barn. Lights in horizontal orientation for about 30 seconds and then darted away. Others saw.,3/21/2003,39.4277778,-86.4283333
10/15/1966 19:00,running  springs,ca,us,disk,1200,20 min,Around 7 pm on a tues in oct 1966 on my way home from work   while driving up the rim of the world high way or highway 18 from skyfores,12/20/2000,34.2077778,-117.1083333
10/15/1966 20:00,ukiah,or,us,oval,1200,20 minutes,Orange oval 40 ft in diameter twenty ft off the ground appoxumate 100 ft from me.,11/11/2013,45.1341667,-118.9313889
10/15/1966 20:00,utica,ny,us,triangle,180,3minutes,i and a friend were coming home one cold fall evening outside of Hugh R. Jones Elem. School . There was a triangle of a red green whi,4/22/2003,43.1008333,-75.2330556
10/15/1967 4:00,lake champlain (n end of) (canada),qc,,circle,900,10-15 min.,Strange circular object with a halo or glowing ring around it which moved at unbelieveable speed almost straight up.,4/16/2005,44.586581,-73.38009
10/15/1967 16:00,castleside (uk/england),,gb,cigar,300,5 minutes,I saw a huge cigar shaped object pulsating red then orange like a heartbeat my horse saw it first.,3/11/2006,54.833333,-1.866667
10/15/1967 18:00,birmingham,al,us,oval,300,five minutes,description of a spaceship spotted over Birmingham Alabama in 1967.,7/5/2008,33.5205556,-86.8025
10/15/1967 19:30,knott - end. fleetwood (uk/england),,,light,600,5 - 10 mins,Strange lights in the sky Northern England in the Autumn of 1967.,2/18/2001,53.92766,-3.00585
10/15/1967 21:00,hampstead,nc,us,disk,300,5 minutes,Hampstead North Carolina disk 1967,12/20/2012,34.3675,-77.7108333
10/15/1967 21:00,north hollywood,ca,us,fireball,900,15+ minutes,A fireball over the San Fernando Valley in 1967,12/19/2003,34.1722222,-118.3780556
10/15/1967 23:00,saugus,ca,us,light,180,3 minutes,oct. 1967 late night I was a high school student living in the boring town of Saugus California the nearest town was Newhaul and th,3/19/2009,34.4113889,-118.5391667
10/15/1968 2:00,hastings,mn,us,triangle,120,2 minutes,Perfect semi circle vapor trail left as soundless UFO makes a turn-around overhead.,12/2/2000,44.7433333,-92.8522222
10/15/1968 7:30,crystal lake,il,us,cigar,1800,30 minutes,Cigar shaped vehicle hovering over farm field.,5/12/2010,42.2411111,-88.3161111
10/15/1968 20:00,bancroft (rural area near),wi,us,light,120,about 1 and 1/2 to 2 minu,Two non-blinking white lights perform a high speed 75-degree ascent.,2/18/2001,44.3097222,-89.5136111
10/15/1968 21:30,pacific ocean (1500mi.sw of u.s.mainland),,,circle,30,30 sec.,Bright white soundless orb with no trajecory nor trail of flames,9/12/2003,-8.783195,-124.508523
10/15/1969 0:00,sharon,ct,us,oval,120,1-2 minutes,NO NOISE NO AIR MOVEMENT NO HEATLIGHTS UNDERSIDE HOVERED,11/21/2010,41.8791667,-73.4772222
10/15/1969 6:00,pearl,ms,us,cigar,1200,15-20 minutes,Long overdue report of UFO witnessed at a close range--years ago,1/17/2004,32.2744444,-90.1319444
10/15/1969 18:30,wilmington,de,us,circle,60,1 minute,Moon sized object &quot;grew&quot; to fill entire sky then disappeared,1/5/2011,39.7458333,-75.5469444
10/15/1969 19:00,hurst,tx,us,disk,60,1 minute,the light that came as i called it,9/6/2002,32.8233333,-97.1702778
10/15/1969 19:00,miami,fl,us,changing,120,minutes,OCTOBER 1969 UFO SIGHTING BY ENTIRE FAMILY,5/2/2011,25.7738889,-80.1938889
10/15/1969 21:00,exeter (near),nh,us,cigar,1800,30 min,I was returning from the first Vietnam Moratorium (that is how I fix the date accurately) in Boston with some friends in an old VW bus.,5/4/2004,42.9813889,-70.9483333
10/15/1969 23:30,alpine,az,us,disk,300,5 mins,Fall clear full visual disc sighting unbelievable air manuevers speed  brightness.,4/27/2004,33.8480556,-109.1425
10/16/1959 22:30,four states,wv,us,sphere,600,10 minutes,MYSTERIOUS RED LIGHTS  IN NORTHERN WEST VIRGINIA,3/31/2008,39.4797222,-80.31
10/16/1965 15:00,beverly,ma,us,cylinder,60,1 minute,Possible ufo sighting 1965-1966 Beverly MA.,6/27/2011,42.5583333,-70.8805556
10/17/1965 19:15,la jolla,ca,us,disk,5,4-5 seconds,(Quoting from a report made separatly by each of us less than 1 hour from the happening) &quot;My wife and I saw 4 UFO&#39s flying in half wing,4/16/2005,32.8472222,-117.2733333
10/17/1965 19:15,la jolla,ca,us,disk,6,about 6 seconds,Four UFO&#39s fly in open daylight close by and with no sound whatever.  They did not seem the least bit concerned at being plainly seen,4/1/2001,32.8472222,-117.2733333
10/17/1967 23:00,cherokee village,ar,us,circle,2100,35 minutes,Bright light - 12ft Sphere,3/11/2006,36.2977778,-91.5158333
10/20/1958 21:00,st. paul,mn,us,other,2,2 seconds,A dull-orange craft sped southbound at low altitude and high speed toward the general direction of the airport.,3/16/2000,44.9444444,-93.0930556
10/20/1962 5:30,ramey airforce base (sac) (puerto rico),,,oval,2700,45 minutes,Strange cloud seen at Airforce Base near the Carribean Sea,6/3/2011,38.738308,-93.573028
10/20/1964 12:00,new iberia,la,us,circle,300,5 minutes,On a clear cloudless day at 12:00 noon my buddy and I saw this craft at a maximum altitude of 100 to 200 feet.,8/7/2007,30.0033333,-91.8186111
10/20/1964 21:00,detroit,mi,us,circle,2700,45 minutes,Amature Astronomer has sighting with telescope of a large circular object with writting on it in 1964.,2/18/2001,42.3313889,-83.0458333
10/20/1965 15:00,joppatown,md,,fireball,120,2 minutes,controled fireball,8/5/2009,39.415,-76.356111
10/20/1966 2:00,albuquerque,nm,us,diamond,180,3 minutes,Former wife and I saw a saucer shaped craft rotating counter clockwise as seen from under-full moon night or near- 1/4 to 1/2 mile a,2/16/2000,35.0844444,-106.6505556
10/20/1967 18:00,old greenwich,ct,us,disk,30,30 seconds,Very OLD sighting of glowing blue object hovering over RR tracks/wires in SW Connecticut. 1967&#33,2/1/2007,41.0227778,-73.5652778
10/20/1968 1:00,ashtabula (saybrook twnshp.),oh,us,disk,900,15:00 min.,In Oct.of 1968a saucer shaped craft was hovering over a home at 1:00 am in the morn..It was a still and desserted state routethat nigh,8/24/2004,41.865,-80.79
10/20/1968 19:00,bullskin,pa,,circle,120,2min,DISK  ANGELD  ITSELF PERFECT TO THE PITCH OF ROOF AND MADE NO SOUND ALSO HOW IT COULD HOVER SO CLOSE TO THE HOUSE,2/18/2001,40.095714,-79.492886
10/20/1968 19:30,fleetwood (uk/england),,gb,formation,1200,20 minutes,MOVING LIGHTS IN THE NIGHT SKY NORTHERN ENGLAND UK.,2/8/2005,53.916667,-3
10/20/1968 20:00,wayne,mi,us,oval,3600,1 hour,A grey oval craft hovering over a hambuger standfor an hour about 200  feet  above the light poles with no sound.,8/12/2008,42.2813889,-83.3863889
10/21/1966 2:00,goose air base (labrador) (canada),,,sphere,240,4 minutes,Light followed a landing aircraft at Goose AB Labrador 1966,4/3/2011,32.346612,-86.167221
10/21/1966 22:15,santa fe,nm,us,disk,300,-5 minutes,My sighting in Santa FeNew Mexico,10/30/2006,35.6869444,-105.9372222
10/2/1965 22:00,pittsburgh,pa,us,disk,300,5 minutes,Like something I had never seen at the time or have ever seen again&#33,10/20/2005,40.4405556,-79.9961111
10/22/1968 20:00,lakeland,fl,us,disk,900,15 minutes,We saw a flying Saucer over Lakeland Florida and also it was reported the next day in the Lakeland Ledger newspaper,1/5/2011,28.0391667,-81.95
10/23/1968 15:00,walla walla,wa,us,other,1500,25 min,black objects oveer walla walla,7/16/2006,46.0647222,-118.3419444
10/25/1958 20:00,terrebonne,or,us,unknown,120,1-2 minutes,Piercing shrill tone.,8/5/2012,44.3530556,-121.1766667
10/25/1968 19:00,springfield,ma,us,disk,300,5 minutes,Unexpected siting of a disk shaped object fully illuminated by bright circling lights around this object,9/29/2004,42.1013889,-72.5902778
10/25/1969 6:00,erie,pa,us,circle,1200,20 minutes,bright circular object along Lake Erie,2/14/2006,42.1291667,-80.0852778
10/29/1969 21:00,fulton,ny,us,cigar,1200,20 minutes,Orange cigar shaped object drops material.,12/12/2011,43.3227778,-76.4175
10/30/1958 1:00,riverside,il,us,light,600,10 minutes (?),Chicago suburbs strange lights and figures; close contact with figures. 500 Lights On Object0: Yes,4/27/2007,41.835,-87.8227778
10/30/1968 19:00,miami,fl,us,fireball,600,5-10 minutes,Miami UFO Sighting,8/5/2012,25.7738889,-80.1938889
10/30/1968 22:00,loring afb,me,,unknown,600,one hour,ufo incident over Loring AFB,11/28/2007,46.94559,-67.892087
10/30/1969 21:00,fulton,ny,us,cigar,240,4 minutes,orange cigar shaped object drops something that bursts into flames.,12/3/2004,43.3227778,-76.4175
10/30/1969 21:00,fulton,ny,us,cigar,600,10 minutes,orange cigar shaped object moved slowly from the ne.  it stopped and a piece of the same color fell from it and burst into flames. the,3/19/2009,43.3227778,-76.4175
10/31/1967 20:00,midland,tx,us,light,5,5 seconds,I remember this event very distinctly.  However I am unsure of the date.  It&#8217;s approximate.  However I am very sure it was during a Hal,2/1/2007,31.9972222,-102.0775
10/31/1967 20:30,ada,ok,us,circle,12,12 seconds,Extreemly fast moving multi colored circle of light.,4/27/2004,34.7744444,-96.6780556
10/31/1969 23:00,fulton,ny,us,circle,1200,20minutes,Large bright orange cigar shaped craft.,1/31/2004,43.3227778,-76.4175
10/3/1955 6:00,stanley (near) (canada),nb,ca,disk,7200,2 hours,This is a true story as given to me,4/16/2005,55.416667,-104.55
10/3/1963 21:00,new york city (richmond hills) (queens),ny,us,circle,2,a couple seconds,This thing zoomed in a zig zag motion and suddenly zoomed lightning fast up into the space of darkness.,11/21/2010,40.7141667,-74.0063889
10/4/1963 19:10,prince george,va,us,disk,7200,over 2 hours,Two glowing saucers came down and floated above me and a friend; event lasted at least two hours. 500 Lights On Object0: Yes,7/4/2012,37.2202778,-77.2883333
10/5/1963,millington,nj,us,disk,420,7 minutes,a pie shaped disc with 2red and 2 white lights closely hovering over neighbors home.,1/22/2004,40.6772222,-74.5180556
10/5/1957 19:00,st. paul,mn,us,light,45,45 secs,A bright light was apparently chased by several military jets.,3/16/2000,44.9444444,-93.0930556
10/5/1964 16:45,terrebonne,or,us,cigar,600,10 minutes,Shimmering silver metallic shape.....no sound(s) moving slowly to the South.,8/5/2012,44.3530556,-121.1766667
10/5/1967 4:00,syracuse,ny,us,disk,120,2 minutes,silent luminescent disc shining in the pre-dawn sky,4/16/2005,43.0480556,-76.1477778
10/5/1968 2:00,london mills,il,us,disk,1800,30 minutes,I was working at the Mecco mine near London Mills IL on 10/05/68.   Fall was dry so need for pumps in the strip mine after a rain was,9/6/2002,40.7105556,-90.2661111
10/5/1968 21:30,nunda,sd,us,disk,900,15 minutes,My uncle had a close encounter in 1968,3/21/2003,44.1622222,-97.0186111
10/6/1967 19:00,whippany,nj,us,disk,1800,30 min,noticed lights in the sky just above tree tops,7/25/2004,40.8244444,-74.4175
10/7/1965 10:00,reseda,ca,us,disk,180,3 minutes,Formation of disks decending behind trees w/multiple witnesses,9/24/2012,34.2011111,-118.5355556
10/7/1967 22:00,lantana,fl,us,other,180,3minutes,UFO report and theory of motion.,11/28/2007,26.5863889,-80.0522222
10/9/1955 18:00,west covina,ca,us,,4,4 sec,Brilliant green meteor heading north west from view in California near L.A.,1/22/2004,34.09,-117.8894444
10/9/1963 21:30,laurel,ms,us,oval,420,7 minutes,1963 sighting of beautiful objects in southeast Mississippi  worth reading,4/28/2001,31.6938889,-89.1305556
1/10/1959 18:30,south san francisco,ca,us,disk,120,2 minutes,Its was approximately 6:30pm I was sitting in frontroom watching TV when screen showed sometype of interference.  I looked out the wi,4/27/2004,37.6547222,-122.4066667
1/10/1964 20:00,el cerrito (over old berkeley dump),ca,us,fireball,120,2 minutes,bal of fire in the sky no reported air crashes that night(unexplained),5/15/2006,37.9158333,-122.3105556
1/10/1968 23:00,jacksonville,fl,us,,120,three hours,Lost three hours of time--and didn&#39t think it strange.,4/16/2005,30.3319444,-81.6558333
11/10/1957 17:00,teaneck,nj,us,cylinder,120,2 minutes,Cylinder UFO followed by disc seen in fall of 1957 over northern New Jersey,2/24/2005,40.8975,-74.0163889
11/10/1957 19:00,corpus christi,tx,us,light,600,10 minutes,UFO over Corpus Christi near naval yard on November 10 1957,10/31/2003,27.8002778,-97.3961111
11/10/1967 8:30,liverpool (uk/england),,gb,cylinder,300,5mins,the object just hovered very close to me with no sound silver and red like a plane with no wings,2/18/2001,53.416667,-3
11/10/1968 3:00,san diego (allied gardens),ca,us,unknown,180,1/2 hour,I  AWAYS HAD THE FEELING I WAS &quot; NOT&quot; TO TALK ABOUT THIS &quot; TO ANYONE-,3/19/2002,32.7152778,-117.1563889
11/11/1959 20:00,starke,fl,us,sphere,1800,30min,UFO OVER JACKSONVILLE,11/11/2003,29.9438889,-82.11
11/11/1960 2:00,sumner (lake tapps area),wa,us,sphere,30,30 seconds,Sphere with Spikes over Lake Tapps traveling West to East in 1960,8/28/2003,47.2033333,-122.2391667
11/11/1961 23:00,bakersfield,ca,us,circle,600,10 minutes,Round red glowing object in the night sky...changed colors......and did not seem to be very high......,6/18/2003,35.3733333,-119.0177778
11/11/1966 2:00,seattle,wa,us,disk,120,2 minutes,Driving around after swingshift to relax. Drove by familiar watertower; a red flashing light caught my eye--to bright for the tower li,2/16/1999,47.6063889,-122.3308333
11/11/1966 20:00,hempstead,ny,us,unknown,60,one  minute +/-,Other   moving   starlike  cluster,2/14/2008,40.7061111,-73.6191667
11/11/1967 20:00,danang (viet nam),,,light,60,1 minute,Bright object travelling across the sky made a sudden 90 degree turn.,4/16/2005,16.054407,108.202167
11/1/1962 18:00,valparaiso,fl,us,cigar,300,<5 min.,orange glowing cigar over bayou,10/7/2003,30.5083333,-86.5027778
11/1/1963 0:00,engelwood cliffs,nj,,unknown,180,3 min,A row of bright rectangular windows with no visable exterior shape seen on 9W in Englewood Cliffs NJ,10/20/2005,40.885377,-73.95236
11/1/1965 19:00,billerica,ma,us,cigar,1200,20 minutes,Cigar shaped craft shines spotlight for me to walk towards it,1/10/2009,42.5583333,-71.2694444
11/1/1966 12:00,north dade county,fl,,unknown,14400,4 hours,Crestview Elementary North Dade County Florida circa 1966/1967.  Second-hand account of taped interview with eye witness,2/14/2010,25.551603,-80.632692
11/1/1967 21:00,vaucouleurs (lorfrance,,,light,120,2 min.,Slow moving across sky stopped and after about a half minute it shot directly verticle in elevation instantanously.,12/19/2003,48.601914,5.66551
11/1/1968 22:00,enid,ok,us,flash,15,15 seconds,Encountered a bright light between the ground and the aircraft possibly traveling perpendicular to our flight path.,4/27/2007,36.3955556,-97.8780556
11/1/1969 7:00,san juan capistrano,ca,us,unknown,10,10 seconds,My brother saw a little man.,11/8/2003,33.5016667,-117.6616667
11/1/1969 19:30,fairbanks,ak,us,formation,240,4 minutes,Sighting of 5 objects in a PENTAGON formation near Fairbanks Alaska around 1969,7/19/2010,64.8377778,-147.7163889
11/1/1969 22:00,camp pendleton,ca,,light,120,2 minutes,Object could only be seen through a Starlight Scope (infra-red device),10/31/2008,33.317842,-117.320512
11/1/1969 22:00,hogans camp resort,ca,,circle,300,five minutes,Lighted round craft hovered and then dropped down quickly and shot straight out and away. While hovering craft made a moaning sound.,10/31/2003,36.778261,-119.417932
11/12/1964 20:00,glen allen,va,us,disk,60,<1 min,Angular Saucer-Like Craft Hovered Over Tree - Could See Movement Inside,1/10/2009,37.6658333,-77.5066667
11/13/1966,jacksonville,fl,us,chevron,15,15 seconds,It was between 3 and 5 am in my backyard when i went to let dog out. I was staring at the constellation Cassiopeia and then turned my a,6/12/2008,30.3319444,-81.6558333
11/12/1967 21:30,chicago,il,us,disk,60,30 - 60 seconds,Saucer shaped with 2 and a half portholes visible a red light atop and it moved away at high speed,9/15/2005,41.85,-87.65
11/13/1969 21:03,san jose,ca,us,light,7,7 seconds,Lime green lozenge -shaped light shot across the sky.,8/27/2009,37.3394444,-121.8938889
11/14/1966 22:15,corpus christi,tx,us,oval,300,4-5 minutes,I saw an oval shaped object that stood in the air and made square turns and left almost straight up at thousands of miles per hour. I,8/30/2013,27.8002778,-97.3961111
11/15/1956 18:30,aberdeen,sd,us,circle,120,2:00,Traveled south to north at a slow speed(90deg. of arc in two min). Size of a half dollar coin at arms length had a neon orange glow.,8/5/2001,45.4647222,-98.4861111
11/15/1958 22:30,greenville,ri,us,disk,600,ax. 10 min.,Five small disk or spherical-shaped objects merging with a large saucer-shaped object observed by three whitnesses in 1958.,4/16/2005,41.8711111,-71.5525
11/15/1959 1:30,lafayette,in,us,circle,1800,30 min,Observed white object for about 20 minutes in Nov. 1959 which approached and then flew away.,4/16/2005,40.4166667,-86.8752778
11/15/1960 22:00,kansas city,ks,us,unknown,300,5 min. (three occasions),Two witnesses see ball of light come over horizon then speed up and disappear before their eyes.,1/17/2004,39.1141667,-94.6272222
11/15/1962 14:00,alameda naval air station/marine corp air wing bubble,ca,,,1800,30 min,Ufo Collision with Marine Corp Fighter,11/30/1999,36.778261,-119.417932
11/15/1962 21:00,runge,tx,us,sphere,60,1 minute,creature in transparent sphere  panics at being seen by nine year old boy,10/8/2007,28.8830556,-97.7127778
11/15/1962 23:00,cardiff (uk/wales),,gb,disk,300,5 mins,This happened in november 1962. It was a large round saucer with revolving lights in the middle.,6/12/2008,51.5,-3.2
11/15/1964 22:00,memphis,tn,us,circle,600,10 minutes,The &quot;Moon of Memphis&quot; looked simular to the white full moon in size and brightness but rises to be a star.,6/23/2010,35.1494444,-90.0488889
11/15/1964 22:00,memphis,tn,us,sphere,900,15 minutes,A white full moon shaped ufo hovered for several minutes then started to ascend in the sky into space,8/7/2011,35.1494444,-90.0488889
11/15/1965 16:30,syosset (long island),ny,us,disk,420,5-7 mins,Observed a disk-shaped object about the size of a dime ( if held at arm&#39s length )for several minutes against a blue sky until it slowl,8/30/1999,40.8261111,-73.5025
