OBJECTID,COMPONENT,SITE_NAME,JOINT_BASE,STATE_TERR,COUNTRY,OPER_STAT,PERIMETER,AREA,Shape_Length,Shape_Area
2663,AF Active,Yukon Weapons Range,N/A,Alaska,United States,Active,27.83782608,34.78530348,101734.7334,493808725.2
2669,AF Active,Birch Lake Recreation Annex,N/A,Alaska,United States,Active,2.03649307,0.07970144,7458.385675,1094463.863
2675,AF Active,Eielson AFB,N/A,Alaska,United States,Active,41.45166079,31.00252335,151908.8677,436963305.2
2676,AF Active,Eareckson AS,N/A,Alaska,United States,Active,16.96804743,5.45947725,46094.5991,38473957.12
3464,Army Guard,NG Alcantra Armory Complex,N/A,Alaska,United States,Active,3.02871493,0.50008399,10131.42926,5705637.735
3556,Army Guard,NG Bethel ARM FMS,N/A,Alaska,United States,Inactive,0.32327446,0.00577393,1060.33527,62594.31471
5881,AF Active,Haarp Research Station,Joint Base Elmendorf - Richardson,Alaska,United States,Active,13.17772301,8.47427815,45266.80806,101921288.2
6054,Navy Active,NARL Barrow Camp Tr1,N/A,Alaska,United States,Active,8.170828,0.98578627,37334.29958,24761947.42
6215,AF Active,King Salmon Airport,N/A,Alaska,United States,Active,3.60386773,0.57246344,11204.82253,5473801.22
41,Army Active,Fort Huachuca,N/A,Arizona,United States,Active,76.52089724,126.2449889,148085.6951,451782992.2
262,Army Active,Yuma Proving Ground,N/A,Arizona,United States,Active,267.5264085,1307.98611,525746.7313,4841127730
1154,MC Active,MCAS Yuma,N/A,Arizona,United States,Active,14.75257572,7.42796297,28849.24445,27210761.83
1155,MC Active,Barry Goldwater Range,N/A,Arizona,United States,Active,162.2857547,1082.623808,319774.4074,3953111553
2528,AF Active,Davis Monthan AFB,N/A,Arizona,United States,Active,24.07198502,16.49827831,47009.12023,59798638.47
2598,AF Active,Luke Air Force Auxiliary Field No 1,N/A,Arizona,United States,Active,5.20833523,1.1827716,10415.65006,4439021.882
2599,AF Active,Gila Bend Air Force Auxiliary Field,N/A,Arizona,United States,Active,7.41839854,3.14372097,14524.71613,11579261.29
2600,AF Active,Luke Waste Annex,N/A,Arizona,United States,Active,0.93154291,0.05695777,1846.871508,212894.0902
2601,AF Active,The Barry M Goldwater Air Force Range,N/A,Arizona,United States,Active,227.5686151,1640.940826,449895.7534,6011062623
2602,AF Active,Luke AFB,N/A,Arizona,United States,Active,18.59304004,4.54293907,36938.32527,16979511.08
2886,AF Guard,Sky Harbor IAP,N/A,Arizona,United States,Active,1.42847234,0.09408599,2843.461209,350766.49
2894,AF Guard,Tucson IAP,N/A,Arizona,United States,Active,1.76995688,0.14661982,3458.93589,531091.16
3276,Army Guard,NG Buckeye TS,N/A,Arizona,United States,Active,8.93831033,2.34453102,17485.36825,8748463.498
3277,Army Guard,NG Camp Navajo,N/A,Arizona,United States,Active,29.45875719,44.22871071,59818.71078,171922265.8
3580,Army Guard,NG Papago Military Reservation,N/A,Arizona,United States,Active,4.50199573,0.6099293,9017.148447,2276084.212
3581,Army Guard,NG Picacho Aviation TS,N/A,Arizona,United States,Active,2.96368502,0.51344293,5816.398863,1881634.143
3767,Army Guard,NG Silver Bell Army Heliport,N/A,Arizona,United States,Active,2.14916014,0.25022128,4234.370287,914128.1491
3769,Army Guard,NG Florence Military Reservation,N/A,Arizona,United States,Active,24.73403119,9.83201905,48641.58486,36384145.81
5451,Navy Active,NAVOBSSTA Flagstaff AZ,N/A,Arizona,United States,Active,4.23170158,0.44851887,8576.199902,1743140.536
2561,AF Active,Little Rock AFB,N/A,Arkansas,United States,Active,14.60126902,9.71379196,29630.71719,37493115.36
2795,AF Guard,Fort Smith Map,N/A,Arkansas,United States,Active,1.74866712,0.18078243,3538.84306,705247.905
3056,Army Guard,NG Camp Joseph T Robinson,N/A,Arkansas,United States,Active,37.22093134,51.75645043,74994.50477,199749490.3
3333,Army Guard,NG Fort Chaffee MTC,N/A,Arkansas,United States,Active,82.34844951,101.7510307,167345.132,396115087.5
6154,Army Active,Pine Bluff Arsenal,N/A,Arkansas,United States,Active,25.39129729,20.19862344,50779.80145,76894064.07
27,Army Reserve,Fort Hunter Liggett,N/A,California,United States,Active,112.2852801,252.8114735,230440.8494,1001382159
49,Army Reserve,Parks Reserve Forces Tng Area,N/A,California,United States,Active,12.10233686,3.74509133,25372.59162,15532840.68
102,Army Active,Military Ocean Terminal Concord,N/A,California,United States,Active,34.93170367,9.31225766,74106.46466,38958616.55
105,Army Active,Presidio of Monterey,N/A,California,United States,Active,4.35133598,0.61037804,9080.019355,2457793.611
108,Army Active,Sierra Army Depot,N/A,California,United States,Active,29.86914818,46.7340317,64498.25579,207769875.9
634,Army Active,NTC and Fort Irwin,N/A,California,United States,Active,168.383418,1180.204962,343431.2867,4607056568
1014,Army Active,Riverbank AAP,N/A,California,United States,Inactive,3.18810746,0.24811282,6575.668793,1028810.934
1138,MC Active,MCLB Barstow,N/A,California,United States,Active,13.30399099,5.91717573,26967.78039,22814673.37
1139,MC Active,Yermo Area,N/A,California,United States,Active,9.11344588,2.64181706,18363.91371,10193706.63
1141,MC Active,MCAS Miramar,N/A,California,United States,Active,44.19571243,35.28132876,87358.39097,129913014.1
1143,Navy Active,Fallbrook California,N/A,California,United States,Active,16.7435591,13.90140875,33040.58532,51748499.21
1144,MC Active,MCB Camp Pendleton,N/A,California,United States,Active,75.13581087,196.7732822,148653.881,732527129.7
1145,MC Active,Former NTC,N/A,California,United States,Active,1.7148091,0.11175495,3364.789781,410154.3268
1146,MC Active,MCRD San Diego,N/A,California,United States,Active,4.14799628,0.66565193,8193.725244,2443594.223
1148,MC Active,Twentynine Palms,N/A,California,United States,Active,186.6516596,1190.21534,376644.2301,4545646506
1163,MC Active,Choc Mt Air Gnry Rng,N/A,California,United States,Active,173.0082045,716.1630469,343531.1247,2663060112
1714,AF Active,Point Arena Air Force Station,N/A,California,United States,Inactive,2.80732403,0.12517774,5992.812411,535942.2218
1716,AF Active,McClellan AFB,N/A,California,United States,Inactive,13.20287133,4.50694328,27983.73065,19173735.76
1794,AF Active,Los Angeles Air Force Annex No4,N/A,California,United States,Active,0.31869193,0.00634495,635.4725049,23891.74444
1800,AF Reserve,Norwalk 2,N/A,California,United States,Active,1.09520406,0.07821894,2189.316184,294766.5868
1801,AF Reserve,March ARB,N/A,California,United States,Active,14.77766976,3.37656166,29316.22708,12723292.68
2489,AF Active,Travis Annex  2,N/A,California,United States,Active,2.46116805,0.32424531,5276.005082,1366673.99
2495,AF Active,Travis AFB,N/A,California,United States,Active,17.1767098,7.82631612,36365.81788,32932334.35
2513,AF Active,Pillar Point AFS,N/A,California,United States,Active,1.93371248,0.09906553,4012.294442,408351.686
2515,AF Active,Vandenberg Main Base,N/A,California,United States,Active,97.65642847,154.771353,195856.3131,594654609.8
2782,AF Guard,Channel Islands ANG Station,N/A,California,United States,Active,2.69661038,0.32236853,5310.292256,1221825.425
2810,AF Guard,Fresno Yosemite International ANG,N/A,California,United States,Active,1.76514843,0.12051507,3706.863079,487323.6663
4050,Army Guard,NG MTC-H Camp Roberts,N/A,California,United States,Active,43.04942674,66.57950519,87359.84944,262575893.2
4051,Army Guard,NG ITC Camp San Luis Obisbo,N/A,California,United States,Active,23.21851592,8.83557913,47193.46502,34466348.16
4159,Army Guard,NG TS AFRC Los Alamitos,N/A,California,United States,Active,6.71506292,2.06314156,13408.57288,7756557.537
5360,Navy Active,Imperial Beach NOLF,N/A,California,United States,Active,7.49933392,1.88222068,14797.97275,6882471.143
5361,Navy Active,Silver Strand South,N/A,California,United States,Active,4.25677531,0.85815758,8275.453479,3140311.322
5393,Navy Active,San Pedro Fuel Depot,N/A,California,United States,Active,3.64191759,0.52573713,7215.977673,1975721.322
5431,Navy Active,NAS Lemoore CA,N/A,California,United States,Active,29.43698735,28.68363602,60168.18882,114664246.9
5435,Navy Active,NAF El Centro,N/A,California,United States,Active,11.84536412,4.18521119,23393.50494,15393093.5
5449,Navy Active,Holtville Carrier LS,N/A,California,United States,Active,19.49433105,1.89598568,38914.50629,6975426.014
5457,Navy Active,Target 101 Shade Tree,N/A,California,United States,Active,30.40928408,30.0504707,60054.42855,110830596.5
5535,Navy Active,Sewage Evaporation Pond,N/A,California,United States,Active,3.59413662,0.67341027,7450.282932,2686838.15
5594,Navy Active,NAVBASE Coronado,N/A,California,United States,Active,8.97992621,4.33722524,17677.26125,15907751.3
5595,Navy Active,Amphib Base Coronado East,N/A,California,United States,Active,5.52341556,0.77466416,10788.25169,2839230.971
5596,Navy Active,Amphib Base Coronado West,N/A,California,United States,Active,1.59537089,0.11352591,3123.03301,416116.3449
5597,Navy Active,Camp Michael Monsoor,N/A,California,United States,Active,17.73352767,5.29707288,34715.89507,19416905.29
5598,Navy Active,Camp Morena,N/A,California,United States,Active,1.32714872,0.09427915,2583.404324,345879.3159
5603,Navy Active,San Clemente IS NALF,N/A,California,United States,Active,56.74950756,56.38476691,111506.527,207728521.5
5605,Navy Active,Warner Springs Rts,N/A,California,United States,Active,23.25084967,9.52447707,46074.35196,35439349.95
5618,Navy Active,NAVBASE Point Loma,N/A,California,United States,Active,11.58325743,1.79191532,22533.37998,6571698.654
5628,Navy Active,Harbor Drive,N/A,California,United States,Active,1.60479076,0.10355526,3163.372355,380021.2312
5636,Navy Active,Old Town Site 1,N/A,California,United States,Active,1.59270899,0.07365039,3116.710025,270421.6852
5642,Navy Active,SPAWARS South,N/A,California,United States,Active,1.42592048,0.07760893,2795.917591,284443.7452
5645,Navy Active,NAVBASE San Diego CA,N/A,California,United States,Active,7.43617433,1.11234671,14482.66225,4077590.358
5648,Navy Active,Balboa Hospital,N/A,California,United States,Active,1.59046014,0.11864602,3090.359201,435414.8446
5651,Navy Active,Broadway Complex,N/A,California,United States,Active,0.68642006,0.02393591,1332.981839,87816.93547
5653,Navy Active,Dryside,N/A,California,United States,Active,4.73740202,0.50683241,9296.510352,1858297.79
5660,Navy Active,Mission Gorge Rec Area,N/A,California,United States,Active,4.94075137,0.70028492,9696.044516,2574446.937
5663,Navy Active,National City,N/A,California,United States,Active,0.73978875,0.02220507,1437.34765,81391.52086
5672,Navy Active,NAVBASE Ventura Cty Point Mugu CA,N/A,California,United States,Active,15.12018715,6.98976662,30336.99019,26475819.95
5680,Navy Active,Port Hueneme,N/A,California,United States,Active,7.8691653,2.51523258,15706.74763,9538475.073
5684,Navy Active,San Nicolas Island,N/A,California,United States,Active,24.33274484,27.21652316,48425.20593,101057345.3
5685,Navy Active,Santa Cruz Island,N/A,California,United States,Active,0.84067605,0.01240696,1695.376715,46866.30833
5710,Navy Active,NAVSUPPACT Monterey CA,N/A,California,United States,Active,1.886148,0.20787741,3911.795065,836930.8448
5722,Navy Active,NAVPMOSSP Mtn View,N/A,California,United States,Active,1.08032422,0.07722918,2256.9778,317616.0903
5724,Navy Active,Navy Annex,N/A,California,United States,Active,2.35051998,0.18969614,4881.052147,763619.3722
5734,Navy Active,NAVWPNSTA Seal Beach,N/A,California,United States,Active,16.0394274,7.48513923,31881.8089,28114480.47
5736,Navy Active,Long Beach Fuel Complex,N/A,California,United States,Active,0.83959503,0.01730453,1655.904288,64983.91058
5740,Navy Active,Norco,N/A,California,United States,Active,3.6019808,0.38092326,7172.199425,1436522.515
5742,Navy Active,NAWS China Lake,N/A,California,United States,Active,178.2997675,957.4671923,363239.2109,3790541155
5747,Navy Active,Randsburg Wash Area,N/A,California,United States,Active,149.0475541,826.1525666,302230.0533,3236464627
5823,AF Active,George AFB,N/A,California,United States,Inactive,17.73438578,8.2408062,35504.70066,31565654.46
5876,MC Active,Bridgeport,N/A,California,United States,Active,64.03226584,96.71498927,135038.3121,408193494.5
5920,AF Active,Edwards AFB,N/A,California,United States,Active,113.3904968,481.5408098,230297.2181,1858031037
6031,AF Active,Los Angeles AFB,N/A,California,United States,Active,1.26877697,0.09079747,2517.994687,342373.579
6169,AF Active,Beale AFB,N/A,California,United States,Active,29.51014189,36.18826308,63311.5902,155936860.8
6203,AF Active,Ozol Defense Fuel Support Point,N/A,California,United States,Active,2.4318231,0.08125435,5104.412764,339699.4788
43,Army Active,Fort Carson,N/A,Colorado,United States,Active,70.91682378,215.5272868,149422.0534,914283419.8
44,Army Active,Pinon Canyon,N/A,Colorado,United States,Active,102.4938555,367.9802549,215458.8967,1516772155
106,Army Active,Pueblo Chemical Depot,N/A,Colorado,United States,Active,25.51299597,35.66381945,53914.19727,150285320.5
975,Army Active,Rocky Mountain Arsenal,N/A,Colorado,United States,Inactive,50.79558651,5.80991778,109626.9495,25556434.3
2497,AF Active,The Farish Memorial Recreational Annex,N/A,Colorado,United States,Active,6.19944523,1.05409456,13152.55446,4526616.593
2498,AF Active,USAF Academy Auxiliary Airfield,N/A,Colorado,United States,Active,6.72971098,0.30681337,13987.11583,1308795.71
2499,AF Active,USAF Academy,N/A,Colorado,United States,Active,36.94683316,28.81367101,78208.7549,123719286.6
2517,AF Active,Buckley AFB,N/A,Colorado,United States,Active,13.01986607,5.17886,28139.16482,22690955.39
2524,AF Active,Schriever AFB,N/A,Colorado,United States,Active,11.66857618,8.47225658,24924.81467,36186097.04
5998,AF Active,Peterson AFB,N/A,Colorado,United States,Active,12.59961731,2.15761494,26727.38548,9219933.037
1345,Navy Active,NAVSUBASE New London CT,N/A,Connecticut,United States,Active,6.63136239,0.95716958,14487.51731,4409607.074
2779,AF Guard,Bradley IAP,N/A,Connecticut,United States,Active,2.37862622,0.23060368,5297.109225,1080071.565
3130,Army Guard,NG Camp Niantic,N/A,Connecticut,United States,Active,2.25538866,0.1272156,4974.621542,584855.7814
3131,Army Guard,NG Camp Hartell,N/A,Connecticut,United States,Active,1.44216235,0.09039005,3239.406886,423445.8163
3132,Army Guard,NG Stones Ranch Military Res,N/A,Connecticut,United States,Active,14.0614345,2.91240409,30936.55596,13403129.67
2853,AF Guard,New Castle Airport,N/A,Delaware,United States,Active,2.13090153,0.12085951,4552.700619,529234.0545
3685,Army Guard,NG River Road Training Site,N/A,Delaware,United States,Active,2.33556003,0.29793851,5025.686165,1302666.184
3686,Army Guard,NG TS BBTS,N/A,Delaware,United States,Active,1.55724515,0.156022,3309.382102,661645.4522
6216,AF Active,Dover AFB,N/A,Delaware,United States,Active,14.01473535,4.26336397,29883.14924,18373846.82
96,Army Active,Fort Lesley J McNair,Joint Base Myer - Henderson Hall,District of Columbia,United States,Active,1.94102298,0.16844624,4083.442352,720694.9164
1406,Navy Active,Naval Support Activity Wash,N/A,District of Columbia,United States,Active,1.43172825,0.11862644,3066.233263,507639.4769
1413,Navy Active,Naval Research Lab,N/A,District of Columbia,United States,Active,2.8926428,0.21170459,6118.929901,904686.7198
5397,Navy Active,JBAB Anacostia Bolling,Joint Base Anacostia - Bolling,District of Columbia,United States,Active,8.67190951,1.46695792,18230.4606,6272455.27
5979,Navy Active,Naval Observatory,N/A,District of Columbia,United States,Active,1.1550366,0.11269509,2463.4198,482895.6213
955,Army Active,Destin Moreno Point,N/A,Florida,United States,Active,0.60143192,0.01995549,1146.545944,69719.26293
1096,MC Active,MCSF Blount Island (FL),N/A,Florida,United States,Active,5.37139127,1.42281536,10259.36665,4969927.778
1199,MC Reserve,Jacksonville FL Maint,N/A,Florida,United States,Active,2.27205097,0.17706,4372.698995,618548.0294
1448,Navy Active,Saufley Field,N/A,Florida,United States,Active,6.89690133,1.33100134,13139.95877,4655724.398
1449,Navy Active,NAS Pensacola FL,N/A,Florida,United States,Active,25.50381109,8.50791146,48677.11899,29689275.66
1457,Navy Active,Corry Station,N/A,Florida,United States,Active,4.38100437,0.91986194,8408.615522,3213211.619
1461,Navy Active,OLF Bronson,N/A,Florida,United States,Active,5.88567119,1.57085256,11279.55833,5485100.981
1529,Navy Active,Naval Support Activity Panama City,N/A,Florida,United States,Active,7.04826222,1.0245731,13404.78101,3562399.497
1532,Navy Active,FLC Fuel Depot Heckscher,N/A,Florida,United States,Active,3.36317933,0.25929821,6454.696425,905717.8941
1549,Navy Active,NAVSTA Mayport FL,N/A,Florida,United States,Active,14.6884409,5.36687841,28068.65789,18739358.95
1652,AF Active,Eglin AFB Site 2 Santa Rosa Island,N/A,Florida,United States,Active,33.25063043,4.97793308,64202.3793,17385730.88
1655,AF Active,Eglin AFB (Eglin Main and Reservation),N/A,Florida,United States,Active,235.0262584,703.1183461,450616.5975,2464772939
1658,AF Active,Hurlburt Field,N/A,Florida,United States,Active,15.08632469,9.97662301,28951.18577,34867579.75
1665,AF Active,Eglin Air Force Auxiliary Field 3 Duke Fld,N/A,Florida,United States,Active,8.31817313,3.04210819,15928.52942,10680031.29
1666,AF Active,Eglin Air Force Auxiliary Field 6,N/A,Florida,United States,Active,6.30215526,1.33629277,12020.76571,4689711.433
1770,AF Active,Arbuckle Airfield,N/A,Florida,United States,Active,9.01432689,2.75252299,16675.58567,9120933.754
1771,AF Active,Avon Park AF Range,N/A,Florida,United States,Active,75.6069703,166.278867,140435.2204,550940441.8
2518,AF Reserve,Homestead ARB,N/A,Florida,United States,Active,13.02372709,4.60854128,23588.89556,14712423.34
2531,AF Active,Tyndall AFB,N/A,Florida,United States,Active,118.356301,45.24040184,225397.8182,156898876.5
2819,AF Guard,Jacksonville IAP,N/A,Florida,United States,Active,3.48761262,0.53484249,6698.84271,1871460.26
2922,AF Active,MacDill AFB,N/A,Florida,United States,Active,14.38182786,8.90105922,26699.47462,29597867.63
3714,Army Guard,NG HMO3 (Snake Creek TS),N/A,Florida,United States,Active,2.99821052,0.49819885,5452.574919,1602891.342
5498,Navy Active,OLF Whitehouse,N/A,Florida,United States,Active,26.36286576,7.75551929,50314.86582,27065636.46
5512,Navy Active,NAS Key West FL,N/A,Florida,United States,Active,62.75683769,6.12365514,112612.8525,19261598.63
5516,Navy Active,Dredgers Key-Sigsbee,N/A,Florida,United States,Active,4.61936781,0.56045205,8290.791378,1762967.867
5517,Navy Active,Fleming Key Magazine,N/A,Florida,United States,Active,4.6746964,0.46775883,8345.227146,1471399.321
5521,Navy Active,Naval Hospital,N/A,Florida,United States,Active,0.64248908,0.02430987,1151.03668,76457.84164
5526,Navy Active,Truman Annex,N/A,Florida,United States,Active,2.29095564,0.15867621,4110.14185,498883.0816
5527,Navy Active,Trumbo Point Annex,N/A,Florida,United States,Active,4.09484789,0.20399029,7344.907962,641536.429
5550,Navy Active,NOLF Choctaw,N/A,Florida,United States,Active,7.86917189,2.26449666,14973.62363,7926900.28
5553,Navy Active,NOLF Holley,N/A,Florida,United States,Active,4.76609279,1.08474269,9112.916775,3790878.437
5555,Navy Active,NOLF Santa Rosa,N/A,Florida,United States,Active,5.49460292,1.16497294,10526.92419,4086572.707
5558,Navy Active,NOLF Spencer,N/A,Florida,United States,Active,3.89280542,0.99083217,7455.613608,3476848.514
5583,Navy Active,Naval Support Activity Orlando,N/A,Florida,United States,Active,1.23958402,0.06458218,2322.477489,217717.9009
5587,Navy Active,NOTU Cape Canaveral,N/A,Florida,United States,Active,10.39312384,3.68880921,19416.60577,12399257.34
5861,AF Active,Jonathan Dickinson Tracking Annex,N/A,Florida,United States,Active,1.3989964,0.01747948,2589.572607,57233.37854
5865,Navy Active,Dania Beach (Lauderdale),N/A,Florida,United States,Active,0.62034361,0.01514858,1136.364331,48845.05899
5907,Navy Active,NAS Jacksonville FL,N/A,Florida,United States,Active,13.57472445,5.21917596,25815.91344,18163598.5
5968,AF Active,Cape Canaveral Air Force Station,N/A,Florida,United States,Active,53.79458258,25.58864129,100299.8916,86092878.48
6230,AF Active,Patrick AFB,N/A,Florida,United States,Active,18.43883883,3.02444993,33980.83523,10129385.96
6238,Navy Active,NAS Whiting Field Milton FL,N/A,Florida,United States,Active,23.80991105,7.13505673,45642.39156,25082467.64
46,Army Active,Fort Gordon,N/A,Georgia,United States,Active,49.52881821,86.73309413,98362.81906,322843994.9
575,Army Active,Fort Benning GA,N/A,Georgia,United States,Active,91.3953849,264.4117066,178635.3505,963391385.5
653,Army Active,Fort Stewart,N/A,Georgia,United States,Active,103.5555457,436.7186247,202520.3297,1577181301
657,Army Active,Hunter Army Airfield,N/A,Georgia,United States,Active,13.99191536,8.46658284,27346.92586,30586712.24
1010,Army Active,Camp Frank D Merrill,N/A,Georgia,United States,Active,142.2491699,538.7929371,287335.592,2069974327
1068,Army Active,Fort Gillem,N/A,Georgia,United States,Inactive,3.01426429,0.40587821,6020.444683,1519875.439
1076,MC Active,MCLB Albany,N/A,Georgia,United States,Active,17.12342374,5.28920874,33649.91305,18920820.18
1082,MC Active,TBR Main,N/A,Georgia,United States,Active,228.6059602,128.6658504,441557.1598,460264988.2
1803,AF Reserve,Dobbins ARB,N/A,Georgia,United States,Active,10.89297169,3.78261368,21685.11351,14262728.13
2875,AF Guard,Savannah/Hilton Head IAP,N/A,Georgia,United States,Active,4.68716859,0.32225043,9167.955752,1167138.171
3027,Army Guard,NG Atlanta - Confederate Ave,N/A,Georgia,United States,Active,2.30970448,0.10686207,4565.869751,401116.9213
3366,Army Guard,NG Oglethorpe Armory,N/A,Georgia,United States,Active,1.11264814,0.05061777,2218.376948,189540.524
3705,Army Guard,NG General Lucius D Clay National Guard Center,N/A,Georgia,United States,Active,2.15730372,0.16453405,4331.883601,620337.2678
3706,Army Guard,NG Macon Readiness Center,N/A,Georgia,United States,Active,0.83216291,0.04500699,1633.926757,165667.5185
3932,Army Guard,NG Cumming,N/A,Georgia,United States,Active,0.56614173,0.02044719,1127.845331,77653.87594
4783,Army Guard,NG VTS Catoosa,N/A,Georgia,United States,Active,9.74430427,2.54628306,19560.12499,9834557.067
5940,AF Active,Moody AFB,N/A,Georgia,United States,Active,23.41130784,16.82885422,45019.8119,59476505.21
5974,AF Active,Air Force Plant 6,N/A,Georgia,United States,Active,7.6527283,1.18394937,15268.25296,4464703.644
5999,AF Active,Robins AFB,N/A,Georgia,United States,Active,18.31583053,10.47149268,35648.99346,38336413.47
6001,Navy Active,Subase Kings Bay GA,N/A,Georgia,United States,Active,25.59655739,22.11571068,48884.2153,77872711.71
1418,Navy Active,Tenjo Vista,Joint Region Marianas,Guam,Guam,Active,2.57728448,0.36024833,4179.756094,992196.0512
1419,Navy Active,Sasa Valley,Joint Region Marianas,Guam,Guam,Active,4.98917762,0.6576552,8093.186683,1811549.309
1431,Navy Active,Nimitz Hill,Joint Region Marianas,Guam,Guam,Active,1.50769849,0.1087056,2451.491618,299477.1926
1432,Navy Active,Magazine Reservoir Naval Magazine,Joint Region Marianas,Guam,Guam,Active,0.49320691,0.01601081,802.0905879,44081.3963
1433,Navy Active,"NAVBASE Guam, Naval Magazine",Joint Region Marianas,Guam,Guam,Active,0.56217199,0.01368181,912.4423338,37668.44458
1434,Navy Active,NAVBASE Guam,Joint Region Marianas,Guam,Guam,Active,24.05332264,5.25359859,39128.84493,14468915.97
1436,Navy Active,Barrigada - NSA Andersen,Joint Region Marianas,Guam,Guam,Active,4.20107206,0.67529159,6844.901242,1860245.622
1438,Navy Active,Apra Heights,Joint Region Marianas,Guam,Guam,Active,1.95692886,0.10881597,3205.940471,299623.0534
1439,Navy Active,Naval Magazine,Joint Region Marianas,Guam,Guam,Active,18.03170231,13.49802508,29423.34162,37153812.89
