OBJECTID,COMPONENT,SITE_NAME,JOINT_BASE,STATE_TERR,COUNTRY,OPER_STAT,PERIMETER,AREA,Shape_Length,Shape_Area
94,Army Active,Grant Training Annex,Joint Base Lewis - McChord,Washington,United States,Active,2.56714919,0.0553791,6346.207451,310731.5997
1484,Navy Active,Bangor WA,N/A,Washington,United States,Active,17.15905357,11.39643406,41738.29131,65183622.59
1488,Navy Active,Marysville WA,N/A,Washington,United States,Active,1.12290828,0.08140462,2761.575631,472824.2291
1497,Navy Active,CNI NAVMAG Indian Island,N/A,Washington,United States,Active,14.00959272,4.6283563,34395.90426,26809861.6
1512,Navy Active,Manchester,N/A,Washington,United States,Active,3.09644878,0.49707358,7676.371777,2826122.049
1514,Navy Active,Sea Plane Base,N/A,Washington,United States,Active,16.67040945,4.91809346,41450.9564,28755569.43
2545,AF Active,White Bluff,N/A,Washington,United States,Active,1.79215737,0.12879417,4444.181421,736074.1117
2546,AF Active,Cusick Survival Training Site,N/A,Washington,United States,Active,1.93270688,0.11752687,4833.901905,691401.4947
2550,AF Active,Fairchild AFB,N/A,Washington,United States,Active,14.39328688,6.61378044,35274.81004,37677886.77
4709,Army Guard,NG Camp Murray,N/A,Washington,United States,Active,3.79694678,0.36012408,9259.348739,2013144.899
4947,Army Guard,NG Bremerton,N/A,Washington,United States,Active,1.4761594,0.12644353,3587.799231,718532.8444
5984,Navy Active,OLF Coupeville,N/A,Washington,United States,Active,6.92338408,1.04788297,17024.32333,6101999.956
6064,Navy Active,NAVSTA Everett WA,N/A,Washington,United States,Active,3.80854233,0.33639769,9388.26183,1943717.957
6165,Navy Active,Shipyard Puget Sound,N/A,Washington,United States,Active,3.25852438,0.45793782,8015.086123,2603017.165
6166,Navy Active,Naval Base Kitsap Bremerton WA,N/A,Washington,United States,Active,5.18728579,0.62789168,12781.12779,3568457.895
6167,Navy Active,Jim Creek,N/A,Washington,United States,Active,15.1572205,7.53465988,37470.85523,43892950.35
6180,Navy Active,Keyport NUWC,N/A,Washington,United States,Active,3.00972306,0.47731311,7356.340864,2727362.824
6200,Navy Active,NAS Whidbey Island WA,N/A,Washington,United States,Active,17.15318918,6.51215007,42574.01684,38141844.4
1422,Navy Active,Allegany Ballistics Lab,N/A,West Virginia,United States,Active,9.06818726,2.37061099,19516.21805,10339954.61
2903,AF Guard,Yeager Airport,N/A,West Virginia,United States,Active,2.20015732,0.19296441,4624.992243,814393.0683
2912,AF Guard,EWVRA Shepherd Field,N/A,West Virginia,United States,Active,4.96366638,0.4879501,10746.24383,2119656.613
4513,Army Guard,NG Jackson County AFRC,N/A,West Virginia,United States,Active,5.26408832,0.56327436,11245.31126,2411791.045
4702,Army Guard,NG Elkins AFRC,N/A,West Virginia,United States,Active,2.17287439,0.2282298,4654.371252,978864.3635
4835,Army Guard,NG Williamstown,N/A,West Virginia,United States,Active,2.63769526,0.16075273,5637.208395,697250.5191
4970,Army Guard,NG Volkstone,N/A,West Virginia,United States,Active,5.72896578,0.78777573,12345.26197,3426805.983
4971,Army Guard,NG CTC Camp Dawson-Kingwood,N/A,West Virginia,United States,Active,42.37537949,12.50940937,90636.0269,54338863.43
62,Army Reserve,Fort McCoy,N/A,Wisconsin,United States,Active,66.12012551,93.26753841,151522.7275,467471228.3
414,Army Reserve,W Silver Spring Complex,N/A,Wisconsin,United States,Active,2.09568162,0.19706563,4746.971338,958493.9045
964,Army Active,Badger AAP,N/A,Wisconsin,United States,Inactive,23.29370997,2.28162594,53417.40144,11180506.87
2843,AF Guard,Gen Mitchell IAP,N/A,Wisconsin,United States,Active,1.59741204,0.10270726,3594.218991,496622.1532
2892,AF Guard,Truax ANGB,N/A,Wisconsin,United States,Active,2.78801687,0.23109196,6320.820529,1124278.103
2895,AF Guard,Volk ANGB,N/A,Wisconsin,United States,Active,10.88799346,3.46476952,25246.65613,17309517.04
5073,Army Guard,NG Camp Williams Tomah MTA,N/A,Wisconsin,United States,Active,2.63637616,0.17787205,6086.880781,888381.1132
2785,AF Guard,Cheyenne Regional Airport,N/A,Wyoming,United States,Active,1.61995915,0.10400657,3602.938479,475703.2474
3197,Army Guard,NG MTCH Camp Guernsey,N/A,Wyoming,United States,Active,131.3631221,123.2318046,295060.8369,584514953.1
5911,AF Active,F E Warren AFB,N/A,Wyoming,United States,Active,18.97551999,9.64543887,41621.22382,44127671.82
